Title,Brand,Reviews,Rating,Selling Price,Image URL,Product URL,Sponsored
SCOOBA Baby Penguin Soft Toy 25 cm,SCOOBA,651,4.3,379.0,https://m.media-amazon.com/images/I/51+1Bx773wL._AC_UL320_.jpg,https://www.amazon.in/SCOOBA-Baby-Penguin-Soft-Toy/dp/B09TKYGSBJ/ref=sr_1_26?dib=eyJ2IjoiMSJ9.0j5-EPpCWPgpOTjmEGle7Ct2DAeUy_70dOAE-oFUFnx4oOV5eco9xKp_TH5WdM4awZ0KrpAVNJk2e3XGdaGCpte3eJRWFwmiltrdDuQuHsTKSe3zKcVo_fGJur8gn4WN8sriPjU10VApR4rXWulD8sTkqgaGeRChN2mMcRCn2hsOe9YKaqX4QiQ2Q3iTErdCA5vcnuKrYEAFnifT8IHBqiaSkm93AWTPeABhfg2pByvB_wm81MEhRJgtHf-bjyRAosmjGldw2h8voIoEz6Rwx-RA3HUxDXDnxR-9zj7CjTE.SEq7joY7VSRnUvPh-x8Sfab-uYHZXt5sSJlB0Ob6ivQ&dib_tag=se&keywords=soft+toys&qid=1744109723&sr=8-26,True
"SIVIGE Blue Premium Soft Quality Lovable Huggable Soft Toy, Plush Teddy Bear, Elegant Soft Plush Toy for Babies, Great Birthday Gift for Girls&Boys for Valentine Special 30 CM",SIVIGE,41,4.0,371.0,https://m.media-amazon.com/images/I/81I9nN02ajL._AC_UL320_.jpg,https://www.amazon.in/SIVIGE-Premium-Huggable-Birthday-Valentine/dp/B0DQ8HTRQC/ref=sr_1_27?dib=eyJ2IjoiMSJ9.0j5-EPpCWPgpOTjmEGle7Ct2DAeUy_70dOAE-oFUFnx4oOV5eco9xKp_TH5WdM4awZ0KrpAVNJk2e3XGdaGCpte3eJRWFwmiltrdDuQuHsTKSe3zKcVo_fGJur8gn4WN8sriPjU10VApR4rXWulD8sTkqgaGeRChN2mMcRCn2hsOe9YKaqX4QiQ2Q3iTErdCA5vcnuKrYEAFnifT8IHBqiaSkm93AWTPeABhfg2pByvB_wm81MEhRJgtHf-bjyRAosmjGldw2h8voIoEz6Rwx-RA3HUxDXDnxR-9zj7CjTE.SEq7joY7VSRnUvPh-x8Sfab-uYHZXt5sSJlB0Ob6ivQ&dib_tag=se&keywords=soft+toys&qid=1744109723&sr=8-27,True
Babique Cow Tremp Plush Soft Toy Cute Kids Animal Home Decor Boys/Girls (Pack of 1)(30 cm),Babique,603,4.4,319.0,https://m.media-amazon.com/images/I/71haBHpt8wL._AC_UL320_.jpg,https://www.amazon.in/Babique-Tremp-Plush-Animal-Decor/dp/B0BFNNS31H/ref=sr_1_28?dib=eyJ2IjoiMSJ9.0j5-EPpCWPgpOTjmEGle7Ct2DAeUy_70dOAE-oFUFnx4oOV5eco9xKp_TH5WdM4awZ0KrpAVNJk2e3XGdaGCpte3eJRWFwmiltrdDuQuHsTKSe3zKcVo_fGJur8gn4WN8sriPjU10VApR4rXWulD8sTkqgaGeRChN2mMcRCn2hsOe9YKaqX4QiQ2Q3iTErdCA5vcnuKrYEAFnifT8IHBqiaSkm93AWTPeABhfg2pByvB_wm81MEhRJgtHf-bjyRAosmjGldw2h8voIoEz6Rwx-RA3HUxDXDnxR-9zj7CjTE.SEq7joY7VSRnUvPh-x8Sfab-uYHZXt5sSJlB0Ob6ivQ&dib_tag=se&keywords=soft+toys&qid=1744109723&sr=8-28,True
"Storio Plushie Flying Unicorn | Soft Toys | Birthday Gift for Girls/Wife, Boyfriend/Husband, Soft Toys for Girls, Baby Toys - Sleeping Unicorn",Storio,1565,4.2,299.0,https://m.media-amazon.com/images/I/514auBIWNpL._AC_UL320_.jpg,https://www.amazon.in/Storio-Unicorn-Soft-Birthday-Boyfriend/dp/B0DJCYTFZS/ref=sr_1_29?dib=eyJ2IjoiMSJ9.0j5-EPpCWPgpOTjmEGle7Ct2DAeUy_70dOAE-oFUFnx4oOV5eco9xKp_TH5WdM4awZ0KrpAVNJk2e3XGdaGCpte3eJRWFwmiltrdDuQuHsTKSe3zKcVo_fGJur8gn4WN8sriPjU10VApR4rXWulD8sTkqgaGeRChN2mMcRCn2hsOe9YKaqX4QiQ2Q3iTErdCA5vcnuKrYEAFnifT8IHBqiaSkm93AWTPeABhfg2pByvB_wm81MEhRJgtHf-bjyRAosmjGldw2h8voIoEz6Rwx-RA3HUxDXDnxR-9zj7CjTE.SEq7joY7VSRnUvPh-x8Sfab-uYHZXt5sSJlB0Ob6ivQ&dib_tag=se&keywords=soft+toys&qid=1744109723&sr=8-29,True
"SCOOBA Soft Plush Elephant Toy, 30cm, Cute Stuffed Animal for Kids, Birthday, Baby Shower or Christmas Gift",SCOOBA,19,4.2,474.0,https://m.media-amazon.com/images/I/51HERc9v1EL._AC_UL320_.jpg,https://www.amazon.in/SCOOBA-Elephant-Stuffed-Birthday-Christmas/dp/B0D5BKT2TS/ref=sr_1_30?dib=eyJ2IjoiMSJ9.0j5-EPpCWPgpOTjmEGle7Ct2DAeUy_70dOAE-oFUFnx4oOV5eco9xKp_TH5WdM4awZ0KrpAVNJk2e3XGdaGCpte3eJRWFwmiltrdDuQuHsTKSe3zKcVo_fGJur8gn4WN8sriPjU10VApR4rXWulD8sTkqgaGeRChN2mMcRCn2hsOe9YKaqX4QiQ2Q3iTErdCA5vcnuKrYEAFnifT8IHBqiaSkm93AWTPeABhfg2pByvB_wm81MEhRJgtHf-bjyRAosmjGldw2h8voIoEz6Rwx-RA3HUxDXDnxR-9zj7CjTE.SEq7joY7VSRnUvPh-x8Sfab-uYHZXt5sSJlB0Ob6ivQ&dib_tag=se&keywords=soft+toys&qid=1744109723&sr=8-30,True
Storio Toy Cute Penguin Plushie Soft Toys for Kids | Plush Soft Toys for Baby Boys and Girls | Bird Soft Toy for Kids -23cm,Storio,144,4.3,199.0,https://m.media-amazon.com/images/I/51i6bQTaMHL._AC_UL320_.jpg,https://www.amazon.in/Storio-Baby-Toys-Play-Kit/dp/B09CTQXHJN/ref=sr_1_31?dib=eyJ2IjoiMSJ9.0j5-EPpCWPgpOTjmEGle7Ct2DAeUy_70dOAE-oFUFnx4oOV5eco9xKp_TH5WdM4awZ0KrpAVNJk2e3XGdaGCpte3eJRWFwmiltrdDuQuHsTKSe3zKcVo_fGJur8gn4WN8sriPjU10VApR4rXWulD8sTkqgaGeRChN2mMcRCn2hsOe9YKaqX4QiQ2Q3iTErdCA5vcnuKrYEAFnifT8IHBqiaSkm93AWTPeABhfg2pByvB_wm81MEhRJgtHf-bjyRAosmjGldw2h8voIoEz6Rwx-RA3HUxDXDnxR-9zj7CjTE.SEq7joY7VSRnUvPh-x8Sfab-uYHZXt5sSJlB0Ob6ivQ&dib_tag=se&keywords=soft+toys&qid=1744109723&sr=8-31,True
"Mini Steps Ultra-Soft Washable Plush Toy for Kids – Safe & Non-Toxic Stuffed Animal, Cuddly Teddy Bear, Best Gift for Babies & Toddlers, Cute & Durable Soft Toy for Boys & Girls - Grey Penguin",Mini,2,2.5,199.0,https://m.media-amazon.com/images/I/51756ASOerL._AC_UL320_.jpg,https://www.amazon.in/Mini-Steps-Ultra-Soft-Washable-Plush/dp/B0DWK4HF93/ref=sr_1_32?dib=eyJ2IjoiMSJ9.0j5-EPpCWPgpOTjmEGle7Ct2DAeUy_70dOAE-oFUFnx4oOV5eco9xKp_TH5WdM4awZ0KrpAVNJk2e3XGdaGCpte3eJRWFwmiltrdDuQuHsTKSe3zKcVo_fGJur8gn4WN8sriPjU10VApR4rXWulD8sTkqgaGeRChN2mMcRCn2hsOe9YKaqX4QiQ2Q3iTErdCA5vcnuKrYEAFnifT8IHBqiaSkm93AWTPeABhfg2pByvB_wm81MEhRJgtHf-bjyRAosmjGldw2h8voIoEz6Rwx-RA3HUxDXDnxR-9zj7CjTE.SEq7joY7VSRnUvPh-x8Sfab-uYHZXt5sSJlB0Ob6ivQ&dib_tag=se&keywords=soft+toys&qid=1744109723&sr=8-32,True
Webby Plush Cute Hamster Soft Toy Ragdoll Doll Big Pillow Girl Sleeping Bed Cute Girl Birthday Gift for Kids 35 cm,Webby,379,4.2,849.0,https://m.media-amazon.com/images/I/6179zIXza+L._AC_UL320_.jpg,https://www.amazon.in/Webby-Hamster-Ragdoll-Sleeping-Birthday/dp/B09P3RV7XT/ref=sr_1_33?dib=eyJ2IjoiMSJ9.0j5-EPpCWPgpOTjmEGle7Ct2DAeUy_70dOAE-oFUFnx4oOV5eco9xKp_TH5WdM4awZ0KrpAVNJk2e3XGdaGCpte3eJRWFwmiltrdDuQuHsTKSe3zKcVo_fGJur8gn4WN8sriPjU10VApR4rXWulD8sTkqgaGeRChN2mMcRCn2hsOe9YKaqX4QiQ2Q3iTErdCA5vcnuKrYEAFnifT8IHBqiaSkm93AWTPeABhfg2pByvB_wm81MEhRJgtHf-bjyRAosmjGldw2h8voIoEz6Rwx-RA3HUxDXDnxR-9zj7CjTE.SEq7joY7VSRnUvPh-x8Sfab-uYHZXt5sSJlB0Ob6ivQ&dib_tag=se&keywords=soft+toys&qid=1744109723&sr=8-33,True
SCOOBA Soft Cute Bella Doll 50cm - Polyfill Washable Cuddly Soft Plush Toy - Helps to Learn Role Play - 100% Safe for Kids,SCOOBA,179,4.0,569.0,https://m.media-amazon.com/images/I/61kx5wblTfL._AC_UL320_.jpg,https://www.amazon.in/SCOOBA-Soft-Bella-Shimmery-Heart/dp/B08VJGC9CY/ref=sr_1_34?dib=eyJ2IjoiMSJ9.0j5-EPpCWPgpOTjmEGle7Ct2DAeUy_70dOAE-oFUFnx4oOV5eco9xKp_TH5WdM4awZ0KrpAVNJk2e3XGdaGCpte3eJRWFwmiltrdDuQuHsTKSe3zKcVo_fGJur8gn4WN8sriPjU10VApR4rXWulD8sTkqgaGeRChN2mMcRCn2hsOe9YKaqX4QiQ2Q3iTErdCA5vcnuKrYEAFnifT8IHBqiaSkm93AWTPeABhfg2pByvB_wm81MEhRJgtHf-bjyRAosmjGldw2h8voIoEz6Rwx-RA3HUxDXDnxR-9zj7CjTE.SEq7joY7VSRnUvPh-x8Sfab-uYHZXt5sSJlB0Ob6ivQ&dib_tag=se&keywords=soft+toys&qid=1744109723&sr=8-34,True
Babique Cute Pink Rabbit soft Toys 26 cm (pink),Babique,832,4.1,179.0,https://m.media-amazon.com/images/I/513NwwpIBqL._AC_UL320_.jpg,https://www.amazon.in/Babique-Richy-Toys-Plush-Rabbit/dp/B01FC8RSAE/ref=sr_1_35?dib=eyJ2IjoiMSJ9.0j5-EPpCWPgpOTjmEGle7Ct2DAeUy_70dOAE-oFUFnx4oOV5eco9xKp_TH5WdM4awZ0KrpAVNJk2e3XGdaGCpte3eJRWFwmiltrdDuQuHsTKSe3zKcVo_fGJur8gn4WN8sriPjU10VApR4rXWulD8sTkqgaGeRChN2mMcRCn2hsOe9YKaqX4QiQ2Q3iTErdCA5vcnuKrYEAFnifT8IHBqiaSkm93AWTPeABhfg2pByvB_wm81MEhRJgtHf-bjyRAosmjGldw2h8voIoEz6Rwx-RA3HUxDXDnxR-9zj7CjTE.SEq7joY7VSRnUvPh-x8Sfab-uYHZXt5sSJlB0Ob6ivQ&dib_tag=se&keywords=soft+toys&qid=1744109723&sr=8-35,True
